country,year,household debt,labour comp per hour,age group,poverty rate,internet access,unemployment rate
REPUBLIC OF KOREA,2015,162.2843,-4.106868,total,0.175,98.78346936,3.5916669999999997
REPUBLIC OF KOREA,2015,162.2843,-4.106868,18-65,0.129,98.78346936,3.5916669999999997
REPUBLIC OF KOREA,2015,162.2843,-4.106868,0-17,0.16,98.78346936,3.5916669999999997
REPUBLIC OF KOREA,2015,162.2843,-4.106868,66+,0.44299999999999995,98.78346936,3.5916669999999997
REPUBLIC OF KOREA,2016,174.5221,,total,0.17600000000000002,99.1944483,3.675
REPUBLIC OF KOREA,2016,174.5221,,18-65,0.129,99.1944483,3.675
REPUBLIC OF KOREA,2016,174.5221,,0-17,0.152,99.1944483,3.675
REPUBLIC OF KOREA,2016,174.5221,,66+,0.45,99.1944483,3.675
REPUBLIC OF KOREA,2017,181.8061,,total,0.174,99.50465037,3.683333
REPUBLIC OF KOREA,2017,181.8061,,18-65,0.127,99.50465037,3.683333
REPUBLIC OF KOREA,2017,181.8061,,0-17,0.145,99.50465037,3.683333
REPUBLIC OF KOREA,2017,181.8061,,66+,0.43799999999999994,99.50465037,3.683333
REPUBLIC OF KOREA,2018,184.2024,,,,99.47817968,3.833333
Luxembourg,1999,96.06756999999999,4.510351999999999,,,,
Luxembourg,2000,87.79459,4.890134,,,,
Luxembourg,2001,88.78738,4.287896,,,,
Luxembourg,2002,88.98019000000001,4.188842,,,,
Luxembourg,2003,98.41168,1.560075,,,,3.656025
Luxembourg,2004,104.3205,3.956687,,,,5.138539
Luxembourg,2005,114.1022,5.1816510000000005,,,64.578,4.489393
Luxembourg,2006,123.7492,4.219009,,,70.1811,4.731707
Luxembourg,2007,142.8923,3.4335660000000003,,,74.5531,4.066088
Luxembourg,2008,146.996,2.7810650000000003,,,80.0903,5.050495
Luxembourg,2009,149.437,5.075639,,,87.2017,5.111732
Luxembourg,2010,154.7546,1.742199,,,90.2768,4.351644
Luxembourg,2011,162.1329,1.9903099999999998,,,90.6208,4.896927
Luxembourg,2012,165.5913,2.336446,,,93.08,5.138287
Luxembourg,2013,165.5674,2.836241,,,94.4593,5.836521
Luxembourg,2014,168.8808,3.4062080000000003,,,95.5568,5.854882
Luxembourg,2015,175.9897,1.263033,0-17,0.13699999999999998,96.7802,6.6588259999999995
Luxembourg,2015,175.9897,1.263033,total,0.109,96.7802,6.6588259999999995
Luxembourg,2015,175.9897,1.263033,18-65,0.109,96.7802,6.6588259999999995
Luxembourg,2015,175.9897,1.263033,66+,0.06,96.7802,6.6588259999999995
Luxembourg,2016,183.333,0.904157,0-17,0.132,97.035,6.285928
Luxembourg,2016,183.333,0.904157,total,0.111,97.035,6.285928
Luxembourg,2016,183.333,0.904157,18-65,0.11199999999999999,97.035,6.285928
Luxembourg,2016,183.333,0.904157,66+,0.077,97.035,6.285928
Luxembourg,2017,184.5839,3.474481,0-17,0.139,97.22524,5.516146
Luxembourg,2017,184.5839,3.474481,total,0.122,97.22524,5.516146
Luxembourg,2017,184.5839,3.474481,18-65,0.11900000000000001,97.22524,5.516146
Luxembourg,2017,184.5839,3.474481,66+,0.109,97.22524,5.516146
Luxembourg,2018,186.4254,3.274146,,,92.985934,5.582682
Netherlands,1995,145.0943,,,,,
Netherlands,1996,154.9912,0.9076350000000001,,,,
Netherlands,1997,162.4916,3.026048,,,,
Netherlands,1998,174.6031,3.856617,,,,
Netherlands,1999,188.188,4.185926,,,,
Netherlands,2000,198.5676,6.657708,,,,2.9471220000000002
Netherlands,2001,194.4713,3.2456490000000002,,,,2.251434
Netherlands,2002,204.891,5.179027,,,,2.755692
Netherlands,2003,223.2569,3.64986,,,,3.6821910000000004
Netherlands,2004,232.5928,1.7277419999999999,,,,4.5579480000000006
Netherlands,2005,250.4763,2.532448,,,78.2598,5.873712
Netherlands,2006,252.6498,1.991707,,,80.2646,5.004153
Netherlands,2007,258.0443,3.0826729999999998,,,82.8876,4.154393
Netherlands,2008,266.3608,3.8324,,,86.07700000000001,3.655021
Netherlands,2009,278.9624,3.1567279999999998,,,89.7034,4.347569
Netherlands,2010,283.6947,0.928942,,,90.8921,4.989325
Netherlands,2011,277.2062,1.753639,0-17,0.087,93.6366,4.976648
Netherlands,2011,277.2062,1.753639,total,0.066,93.6366,4.976648
Netherlands,2011,277.2062,1.753639,18-65,0.069,93.6366,4.976648
Netherlands,2011,277.2062,1.753639,66+,0.019,93.6366,4.976648
Netherlands,2012,275.3279,2.708421,0-17,0.092,93.5476,5.820698999999999
Netherlands,2012,275.3279,2.708421,total,0.069,93.5476,5.820698999999999
Netherlands,2012,275.3279,2.708421,18-65,0.07200000000000001,93.5476,5.820698999999999
Netherlands,2012,275.3279,2.708421,66+,0.019,93.5476,5.820698999999999
Netherlands,2013,270.3062,1.468234,0-17,0.105,94.6336,7.2426960000000005
Netherlands,2013,270.3062,1.468234,total,0.079,94.6336,7.2426960000000005
Netherlands,2013,270.3062,1.468234,18-65,0.083,94.6336,7.2426960000000005
Netherlands,2013,270.3062,1.468234,66+,0.025,94.6336,7.2426960000000005
Netherlands,2014,256.2649,0.9411889999999999,0-17,0.107,95.7808,7.4163190000000005
Netherlands,2014,256.2649,0.9411889999999999,total,0.078,95.7808,7.4163190000000005
Netherlands,2014,256.2649,0.9411889999999999,18-65,0.083,95.7808,7.4163190000000005
Netherlands,2014,256.2649,0.9411889999999999,66+,0.023,95.7808,7.4163190000000005
Netherlands,2015,253.1169,0.148419,0-17,0.10400000000000001,95.96600000000001,6.87228
Netherlands,2015,253.1169,0.148419,total,0.078,95.96600000000001,6.87228
Netherlands,2015,253.1169,0.148419,18-65,0.083,95.96600000000001,6.87228
Netherlands,2015,253.1169,0.148419,66+,0.027000000000000003,95.96600000000001,6.87228
Netherlands,2016,248.1161,0.862042,0-17,0.109,96.6602,6.00791
Netherlands,2016,248.1161,0.862042,total,0.083,96.6602,6.00791
Netherlands,2016,248.1161,0.862042,18-65,0.08800000000000001,96.6602,6.00791
Netherlands,2016,248.1161,0.862042,66+,0.031,96.6602,6.00791
Netherlands,2017,246.2136,1.117171,,,98.23085999999999,4.840418
Netherlands,2018,239.4933,1.940518,,,97.999424,3.8323519999999998
Norway,1995,123.3602,4.646239,,,,
Norway,1996,124.7727,4.731318,,,,
Norway,1997,127.1076,5.229561,,,,
Norway,1998,125.5421,7.071445,,,,
Norway,1999,129.2964,5.4415,,,,
Norway,2000,135.2832,6.0726629999999995,,,,3.331001
Norway,2001,148.205,7.504553,,,,3.5098949999999998
Norway,2002,147.8273,6.509213,,,,3.760192
Norway,2003,151.3896,5.555733999999999,,,,4.043806
Norway,2004,161.004,3.1731380000000002,0-17,0.04,,4.1840150000000005
Norway,2004,161.004,3.1731380000000002,total,0.069,,4.1840150000000005
Norway,2004,161.004,3.1731380000000002,18-65,0.075,,4.1840150000000005
Norway,2004,161.004,3.1731380000000002,66+,0.092,,4.1840150000000005
Norway,2005,166.6689,4.677855999999999,,,64.0064,4.380952
Norway,2006,198.4706,6.11275,,,68.7942,3.3999010000000003
Norway,2007,207.1812,5.800954,,,77.5907,2.495641
Norway,2008,207.3286,6.017697,0-17,0.055,83.9703,2.549649
Norway,2008,207.3286,6.017697,total,0.078,83.9703,2.549649
Norway,2008,207.3286,6.017697,18-65,0.086,83.9703,2.549649
Norway,2008,207.3286,6.017697,66+,0.08,83.9703,2.549649
Norway,2009,206.447,4.645304,0-17,0.049,85.564,3.1025
Norway,2009,206.447,4.645304,total,0.075,85.564,3.1025
Norway,2009,206.447,4.645304,18-65,0.086,85.564,3.1025
Norway,2009,206.447,4.645304,66+,0.066,85.564,3.1025
Norway,2010,211.8532,2.768987,0-17,0.051,89.7907,3.5210470000000003
Norway,2010,211.8532,2.768987,total,0.075,89.7907,3.5210470000000003
Norway,2010,211.8532,2.768987,18-65,0.08800000000000001,89.7907,3.5210470000000003
Norway,2010,211.8532,2.768987,66+,0.055,89.7907,3.5210470000000003
Norway,2011,216.2688,4.28564,0-17,0.053,92.2364,3.214387
Norway,2011,216.2688,4.28564,total,0.077,92.2364,3.214387
Norway,2011,216.2688,4.28564,18-65,0.09300000000000001,92.2364,3.214387
Norway,2011,216.2688,4.28564,66+,0.043,92.2364,3.214387
Norway,2012,220.3345,4.729515,0-17,0.059000000000000004,92.6922,3.1231880000000003
Norway,2012,220.3345,4.729515,total,0.081,92.6922,3.1231880000000003
Norway,2012,220.3345,4.729515,18-65,0.09699999999999999,92.6922,3.1231880000000003
Norway,2012,220.3345,4.729515,66+,0.040999999999999995,92.6922,3.1231880000000003
Norway,2013,222.2172,5.1546959999999995,0-17,0.068,94.2851,3.422888
Norway,2013,222.2172,5.1546959999999995,total,0.078,94.2851,3.422888
Norway,2013,222.2172,5.1546959999999995,18-65,0.09,94.2851,3.422888
Norway,2013,222.2172,5.1546959999999995,66+,0.043,94.2851,3.422888
Norway,2014,224.9116,2.8134240000000004,0-17,0.07200000000000001,93.0669,3.484511
Norway,2014,224.9116,2.8134240000000004,total,0.081,93.0669,3.484511
Norway,2014,224.9116,2.8134240000000004,18-65,0.09300000000000001,93.0669,3.484511
Norway,2014,224.9116,2.8134240000000004,66+,0.043,93.0669,3.484511
Norway,2015,220.9512,2.375986,0-17,0.073,96.6041,4.295396
Norway,2015,220.9512,2.375986,total,0.081,96.6041,4.295396
Norway,2015,220.9512,2.375986,18-65,0.09300000000000001,96.6041,4.295396
Norway,2015,220.9512,2.375986,66+,0.044000000000000004,96.6041,4.295396
Norway,2016,230.872,1.0435729999999999,0-17,0.077,97.0455,4.677023999999999
Norway,2016,230.872,1.0435729999999999,total,0.08199999999999999,97.0455,4.677023999999999
Norway,2016,230.872,1.0435729999999999,18-65,0.09300000000000001,97.0455,4.677023999999999
Norway,2016,230.872,1.0435729999999999,66+,0.044000000000000004,97.0455,4.677023999999999
Norway,2017,236.8563,2.919122,0-17,0.08,96.65494,4.162159
Norway,2017,236.8563,2.919122,total,0.084,96.65494,4.162159
Norway,2017,236.8563,2.919122,18-65,0.095,96.65494,4.162159
Norway,2017,236.8563,2.919122,66+,0.043,96.65494,4.162159
Norway,2018,239.1656,3.119223,,,96.01309,3.799347
Poland,1995,3.3248089999999997,,,,,
Poland,1996,5.4336400000000005,27.249075,,,,
Poland,1997,7.067977000000001,20.529882,,,,
Poland,1998,10.31478,13.869735999999998,,,,
Poland,1999,10.67947,14.841814000000001,,,,
Poland,2000,11.78214,9.924581,,,,16.10612
Poland,2001,17.70842,9.858483999999999,,,,18.24322
Poland,2002,22.29421,3.146213,,,,19.93272
Poland,2003,19.72203,1.68291,,,,19.61964
Poland,2004,21.60201,2.329752,,,,18.97837
Poland,2005,25.0854,2.2851470000000003,0-17,0.179,30.4417,17.75269
Poland,2005,25.0854,2.2851470000000003,total,0.124,30.4417,17.75269
Poland,2005,25.0854,2.2851470000000003,18-65,0.122,30.4417,17.75269
Poland,2005,25.0854,2.2851470000000003,66+,0.044000000000000004,30.4417,17.75269
Poland,2006,31.25392,2.133067,0-17,0.154,35.9392,13.848889999999999
Poland,2006,31.25392,2.133067,total,0.11,35.9392,13.848889999999999
Poland,2006,31.25392,2.133067,18-65,0.109,35.9392,13.848889999999999
Poland,2006,31.25392,2.133067,66+,0.049,35.9392,13.848889999999999
Poland,2007,39.40116,5.789815,0-17,0.125,40.9798,9.607605
Poland,2007,39.40116,5.789815,total,0.096,40.9798,9.607605
Poland,2007,39.40116,5.789815,18-65,0.091,40.9798,9.607605
Poland,2007,39.40116,5.789815,66+,0.077,40.9798,9.607605
Poland,2008,51.49519,8.954901,0-17,0.138,47.6019,7.120995
Poland,2008,51.49519,8.954901,total,0.107,47.6019,7.120995
Poland,2008,51.49519,8.954901,18-65,0.1,47.6019,7.120995
Poland,2008,51.49519,8.954901,66+,0.10099999999999999,47.6019,7.120995
Poland,2009,52.745219999999996,4.037786,0-17,0.13699999999999998,58.592,8.166371
Poland,2009,52.745219999999996,4.037786,total,0.10800000000000001,58.592,8.166371
Poland,2009,52.745219999999996,4.037786,18-65,0.10099999999999999,58.592,8.166371
Poland,2009,52.745219999999996,4.037786,66+,0.106,58.592,8.166371
Poland,2010,57.22645,8.9109,0-17,0.133,63.4403,9.640347
Poland,2010,57.22645,8.9109,total,0.107,63.4403,9.640347
Poland,2010,57.22645,8.9109,18-65,0.102,63.4403,9.640347
Poland,2010,57.22645,8.9109,66+,0.09699999999999999,63.4403,9.640347
Poland,2011,60.479769999999995,5.733152,0-17,0.125,66.6376,9.632814999999999
Poland,2011,60.479769999999995,5.733152,total,0.106,66.6376,9.632814999999999
Poland,2011,60.479769999999995,5.733152,18-65,0.102,66.6376,9.632814999999999
Poland,2011,60.479769999999995,5.733152,66+,0.10300000000000001,66.6376,9.632814999999999
Poland,2012,58.42224,4.0686599999999995,0-17,0.129,70.4944,10.08882
Poland,2012,58.42224,4.0686599999999995,total,0.10400000000000001,70.4944,10.08882
Poland,2012,58.42224,4.0686599999999995,18-65,0.10099999999999999,70.4944,10.08882
Poland,2012,58.42224,4.0686599999999995,66+,0.08199999999999999,70.4944,10.08882
Poland,2013,60.07999,1.9458090000000001,0-17,0.135,71.8962,10.328619999999999
Poland,2013,60.07999,1.9458090000000001,total,0.106,71.8962,10.328619999999999
Poland,2013,60.07999,1.9458090000000001,18-65,0.10400000000000001,71.8962,10.328619999999999
Poland,2013,60.07999,1.9458090000000001,66+,0.077,71.8962,10.328619999999999
Poland,2014,61.73004,1.868573,0-17,0.129,74.7601,8.990872
Poland,2014,61.73004,1.868573,total,0.10400000000000001,74.7601,8.990872
Poland,2014,61.73004,1.868573,18-65,0.10400000000000001,74.7601,8.990872
Poland,2014,61.73004,1.868573,66+,0.077,74.7601,8.990872
Poland,2015,63.790369999999996,1.297436,0-17,0.135,75.7829,7.503080000000001
Poland,2015,63.790369999999996,1.297436,total,0.111,75.7829,7.503080000000001
Poland,2015,63.790369999999996,1.297436,18-65,0.11,75.7829,7.503080000000001
Poland,2015,63.790369999999996,1.297436,66+,0.08800000000000001,75.7829,7.503080000000001
Poland,2016,63.57063,4.570421,0-17,0.09300000000000001,80.4457,6.161703
Poland,2016,63.57063,4.570421,total,0.10300000000000001,80.4457,6.161703
Poland,2016,63.57063,4.570421,18-65,0.107,80.4457,6.161703
Poland,2016,63.57063,4.570421,66+,0.096,80.4457,6.161703
Poland,2017,61.57058000000001,6.945425,0-17,0.068,81.878,4.887239
Poland,2017,61.57058000000001,6.945425,total,0.096,81.878,4.887239
Poland,2017,61.57058000000001,6.945425,18-65,0.1,81.878,4.887239
Poland,2017,61.57058000000001,6.945425,66+,0.11199999999999999,81.878,4.887239
Poland,2018,63.06737,9.245667999999998,,,84.18844,3.846072
Portugal,1995,59.867,,,,,
Portugal,1996,66.84929,6.158348999999999,,,,
Portugal,1997,73.58022,5.728013,,,,
Portugal,1998,82.001,5.490913,,,,5.0722830000000005
Portugal,1999,96.5836,5.3316040000000005,,,,4.515511
Portugal,2000,106.6021,5.4512279999999995,,,,4.029012000000001
Portugal,2001,114.3024,4.748112,,,,4.008832
Portugal,2002,119.0201,3.900702,,,,4.993313
Portugal,2003,125.0183,3.36331,,,,6.264945
Portugal,2004,131.7297,2.944922,0-17,0.16699999999999998,,6.622547
Portugal,2004,131.7297,2.944922,total,0.132,,6.622547
Portugal,2004,131.7297,2.944922,18-65,0.11,,6.622547
Portugal,2004,131.7297,2.944922,66+,0.17600000000000002,,6.622547
Portugal,2005,138.2117,4.596954,0-17,0.145,31.4582,7.580669
Portugal,2005,138.2117,4.596954,total,0.126,31.4582,7.580669
Portugal,2005,138.2117,4.596954,18-65,0.107,31.4582,7.580669
Portugal,2005,138.2117,4.596954,66+,0.18,31.4582,7.580669
Portugal,2006,146.3706,2.0523119999999997,0-17,0.14800000000000002,35.1534,7.647436999999999
Portugal,2006,146.3706,2.0523119999999997,total,0.124,35.1534,7.647436999999999
Portugal,2006,146.3706,2.0523119999999997,18-65,0.106,35.1534,7.647436999999999
Portugal,2006,146.3706,2.0523119999999997,66+,0.166,35.1534,7.647436999999999
Portugal,2007,150.6167,3.185607,0-17,0.171,39.6097,7.963667
Portugal,2007,150.6167,3.185607,total,0.128,39.6097,7.963667
Portugal,2007,150.6167,3.185607,18-65,0.11199999999999999,39.6097,7.963667
Portugal,2007,150.6167,3.185607,66+,0.14300000000000002,39.6097,7.963667
Portugal,2008,149.6765,3.117571,0-17,0.153,46.0427,7.551991
Portugal,2008,149.6765,3.117571,total,0.113,46.0427,7.551991
Portugal,2008,149.6765,3.117571,18-65,0.1,46.0427,7.551991
Portugal,2008,149.6765,3.117571,66+,0.115,46.0427,7.551991
Portugal,2009,150.3206,2.033644,0-17,0.14400000000000002,47.8904,9.432886
Portugal,2009,150.3206,2.033644,total,0.11599999999999999,47.8904,9.432886
Portugal,2009,150.3206,2.033644,18-65,0.106,47.8904,9.432886
Portugal,2009,150.3206,2.033644,66+,0.125,47.8904,9.432886
Portugal,2010,149.3176,1.5749469999999999,0-17,0.155,53.7319,10.76982
Portugal,2010,149.3176,1.5749469999999999,total,0.109,53.7319,10.76982
Portugal,2010,149.3176,1.5749469999999999,18-65,0.10099999999999999,53.7319,10.76982
Portugal,2010,149.3176,1.5749469999999999,66+,0.091,53.7319,10.76982
Portugal,2011,157.0456,-0.580631,0-17,0.157,57.9695,12.68106
Portugal,2011,157.0456,-0.580631,total,0.114,57.9695,12.68106
Portugal,2011,157.0456,-0.580631,18-65,0.111,57.9695,12.68106
Portugal,2011,157.0456,-0.580631,66+,0.083,57.9695,12.68106
Portugal,2012,155.217,-2.403643,0-17,0.17800000000000002,61.0219,15.53028
Portugal,2012,155.217,-2.403643,total,0.13,61.0219,15.53028
Portugal,2012,155.217,-2.403643,18-65,0.129,61.0219,15.53028
Portugal,2012,155.217,-2.403643,66+,0.08199999999999999,61.0219,15.53028
Portugal,2013,150.2744,2.716114,0-17,0.183,62.3417,16.1838
Portugal,2013,150.2744,2.716114,total,0.135,62.3417,16.1838
Portugal,2013,150.2744,2.716114,18-65,0.133,62.3417,16.1838
Portugal,2013,150.2744,2.716114,66+,0.09699999999999999,62.3417,16.1838
Portugal,2014,147.6679,-2.3100560000000003,0-17,0.182,64.8709,13.89509
Portugal,2014,147.6679,-2.3100560000000003,total,0.135,64.8709,13.89509
Portugal,2014,147.6679,-2.3100560000000003,18-65,0.133,64.8709,13.89509
Portugal,2014,147.6679,-2.3100560000000003,66+,0.09699999999999999,64.8709,13.89509
Portugal,2015,140.8354,0.38001399999999996,0-17,0.155,70.2348,12.44469
Portugal,2015,140.8354,0.38001399999999996,total,0.125,70.2348,12.44469
Portugal,2015,140.8354,0.38001399999999996,18-65,0.12300000000000001,70.2348,12.44469
Portugal,2015,140.8354,0.38001399999999996,66+,0.10800000000000001,70.2348,12.44469
Portugal,2016,133.6131,1.12429,0-17,0.155,74.0535,11.06846
Portugal,2016,133.6131,1.12429,total,0.125,74.0535,11.06846
Portugal,2016,133.6131,1.12429,18-65,0.126,74.0535,11.06846
Portugal,2016,133.6131,1.12429,66+,0.095,74.0535,11.06846
Portugal,2017,129.7549,2.7607009999999996,0-17,0.122,76.934963,8.870407
Portugal,2017,129.7549,2.7607009999999996,total,0.107,76.934963,8.870407
Portugal,2017,129.7549,2.7607009999999996,18-65,0.105,76.934963,8.870407
Portugal,2017,129.7549,2.7607009999999996,66+,0.10099999999999999,76.934963,8.870407
Portugal,2018,127.3983,2.892068,,,79.42511,6.994051
Slovakia,1995,64.39424,,,,,13.11346
Slovakia,1996,55.940059999999995,15.261525,,,,11.32877
Slovakia,1997,49.75925,16.461627,,,,11.87455
Slovakia,1998,45.27588,10.780937,,,,12.60392
Slovakia,1999,43.26504,7.3223910000000005,,,,16.35217
Slovakia,2000,44.64435,13.500009,,,,18.7575
Slovakia,2001,43.71198,6.641616,,,,19.305970000000002
Slovakia,2002,44.90064,12.040643,,,,18.671329999999998
Slovakia,2003,44.75862,11.525967,,,,17.55515
Slovakia,2004,37.05777,5.339183,0-17,0.113,,18.22449
Slovakia,2004,37.05777,5.339183,total,0.083,,18.22449
Slovakia,2004,37.05777,5.339183,18-65,0.077,,18.22449
Slovakia,2004,37.05777,5.339183,66+,0.06,,18.22449
Slovakia,2005,38.98205,6.65872,0-17,0.095,22.9744,16.25893
Slovakia,2005,38.98205,6.65872,total,0.07200000000000001,22.9744,16.25893
Slovakia,2005,38.98205,6.65872,18-65,0.065,22.9744,16.25893
Slovakia,2005,38.98205,6.65872,66+,0.07400000000000001,22.9744,16.25893
Slovakia,2006,36.97857,8.003831,0-17,0.095,26.5808,13.372620000000001
Slovakia,2006,36.97857,8.003831,total,0.065,26.5808,13.372620000000001
Slovakia,2006,36.97857,8.003831,18-65,0.055,26.5808,13.372620000000001
Slovakia,2006,36.97857,8.003831,66+,0.086,26.5808,13.372620000000001
Slovakia,2007,40.09341,8.227625999999999,0-17,0.095,46.1124,11.144810000000001
Slovakia,2007,40.09341,8.227625999999999,total,0.069,46.1124,11.144810000000001
Slovakia,2007,40.09341,8.227625999999999,18-65,0.057,46.1124,11.144810000000001
Slovakia,2007,40.09341,8.227625999999999,66+,0.10300000000000001,46.1124,11.144810000000001
Slovakia,2008,50.9343,6.4447730000000005,0-17,0.099,58.3367,9.512194000000001
Slovakia,2008,50.9343,6.4447730000000005,total,0.07200000000000001,58.3367,9.512194000000001
Slovakia,2008,50.9343,6.4447730000000005,18-65,0.061,58.3367,9.512194000000001
Slovakia,2008,50.9343,6.4447730000000005,66+,0.09699999999999999,58.3367,9.512194000000001
Slovakia,2009,47.13543,3.696036,0-17,0.124,62.2313,12.01791
Slovakia,2009,47.13543,3.696036,total,0.079,62.2313,12.01791
Slovakia,2009,47.13543,3.696036,18-65,0.07200000000000001,62.2313,12.01791
Slovakia,2009,47.13543,3.696036,66+,0.057999999999999996,62.2313,12.01791
Slovakia,2010,47.69898,3.522821,0-17,0.122,67.4821,14.381029999999999
Slovakia,2010,47.69898,3.522821,total,0.08,67.4821,14.381029999999999
Slovakia,2010,47.69898,3.522821,18-65,0.077,67.4821,14.381029999999999
Slovakia,2010,47.69898,3.522821,66+,0.046,67.4821,14.381029999999999
Slovakia,2011,50.8096,2.580763,0-17,0.126,70.78,13.617579999999998
Slovakia,2011,50.8096,2.580763,total,0.08199999999999999,70.78,13.617579999999998
Slovakia,2011,50.8096,2.580763,18-65,0.075,70.78,13.617579999999998
Slovakia,2011,50.8096,2.580763,66+,0.064,70.78,13.617579999999998
Slovakia,2012,56.67555,2.656063,0-17,0.149,75.4354,13.96335
Slovakia,2012,56.67555,2.656063,total,0.085,75.4354,13.96335
Slovakia,2012,56.67555,2.656063,18-65,0.075,75.4354,13.96335
Slovakia,2012,56.67555,2.656063,66+,0.04,75.4354,13.96335
Slovakia,2013,60.56353000000001,3.4816239999999996,0-17,0.138,77.9076,14.221329999999998
Slovakia,2013,60.56353000000001,3.4816239999999996,total,0.085,77.9076,14.221329999999998
Slovakia,2013,60.56353000000001,3.4816239999999996,18-65,0.08,77.9076,14.221329999999998
Slovakia,2013,60.56353000000001,3.4816239999999996,66+,0.040999999999999995,77.9076,14.221329999999998
Slovakia,2014,65.25598000000001,2.5913779999999997,0-17,0.145,78.352,13.18428
Slovakia,2014,65.25598000000001,2.5913779999999997,total,0.08800000000000001,78.352,13.18428
Slovakia,2014,65.25598000000001,2.5913779999999997,18-65,0.08199999999999999,78.352,13.18428
Slovakia,2014,65.25598000000001,2.5913779999999997,66+,0.039,78.352,13.18428
Slovakia,2015,68.66463,4.009101,0-17,0.149,79.4791,11.48227
Slovakia,2015,68.66463,4.009101,total,0.085,79.4791,11.48227
Slovakia,2015,68.66463,4.009101,18-65,0.077,79.4791,11.48227
Slovakia,2015,68.66463,4.009101,66+,0.034,79.4791,11.48227
Slovakia,2016,73.97015999999999,3.106953,0-17,0.139,80.5191,9.671689
Slovakia,2016,73.97015999999999,3.106953,total,0.085,80.5191,9.671689
Slovakia,2016,73.97015999999999,3.106953,18-65,0.078,80.5191,9.671689
Slovakia,2016,73.97015999999999,3.106953,66+,0.044000000000000004,80.5191,9.671689
Slovakia,2017,77.94183000000001,7.160959,,,81.325114,8.130965
Slovakia,2018,79.41928,6.198122,,,80.84424,6.536398999999999
Spain,1995,64.01708,,,,,
Spain,1996,64.78294,2.999016,,,,
Spain,1997,67.0593,2.426509,,,,
Spain,1998,72.69887,1.784805,,,,
Spain,1999,79.95625,1.470533,,,,15.70546
Spain,2000,84.69433000000001,3.2780080000000003,,,,13.919629999999998
Spain,2001,87.22965,2.278775,,,,10.54965
Spain,2002,94.66261,3.234255,,,,11.44908
Spain,2003,102.7786,2.58961,,,,11.48588
Spain,2004,114.5997,3.685403,,,,10.96565
Spain,2005,127.0456,3.511335,,,35.5086,9.151378999999999
Spain,2006,142.2746,4.262025,,,38.0418,8.454682
Spain,2007,149.312,4.970276999999999,0-17,0.198,43.4838,8.231978
Spain,2007,149.312,4.970276999999999,total,0.14400000000000002,43.4838,8.231978
Spain,2007,149.312,4.970276999999999,18-65,0.11699999999999999,43.4838,8.231978
Spain,2007,149.312,4.970276999999999,66+,0.198,43.4838,8.231978
Spain,2008,146.5709,6.535996,0-17,0.21,49.856,11.2443
Spain,2008,146.5709,6.535996,total,0.146,49.856,11.2443
Spain,2008,146.5709,6.535996,18-65,0.11900000000000001,49.856,11.2443
Spain,2008,146.5709,6.535996,66+,0.19,49.856,11.2443
Spain,2009,146.095,3.6712339999999997,0-17,0.21600000000000003,52.9288,17.857310000000002
Spain,2009,146.095,3.6712339999999997,total,0.14800000000000002,52.9288,17.857310000000002
Spain,2009,146.095,3.6712339999999997,18-65,0.125,52.9288,17.857310000000002
Spain,2009,146.095,3.6712339999999997,66+,0.16699999999999998,52.9288,17.857310000000002
Spain,2010,146.1405,1.7980720000000001,0-17,0.203,57.8236,19.8598
Spain,2010,146.1405,1.7980720000000001,total,0.139,57.8236,19.8598
Spain,2010,146.1405,1.7980720000000001,18-65,0.127,57.8236,19.8598
Spain,2010,146.1405,1.7980720000000001,66+,0.11800000000000001,57.8236,19.8598
Spain,2011,140.4301,-0.032132,0-17,0.212,62.7077,21.39048
Spain,2011,140.4301,-0.032132,total,0.147,62.7077,21.39048
Spain,2011,140.4301,-0.032132,18-65,0.142,62.7077,21.39048
Spain,2011,140.4301,-0.032132,66+,0.092,62.7077,21.39048
Spain,2012,141.9974,-0.32663600000000004,0-17,0.21,66.5907,24.78815
Spain,2012,141.9974,-0.32663600000000004,total,0.141,66.5907,24.78815
Spain,2012,141.9974,-0.32663600000000004,18-65,0.139,66.5907,24.78815
Spain,2012,141.9974,-0.32663600000000004,66+,0.067,66.5907,24.78815
Spain,2013,134.3002,1.022981,0-17,0.23399999999999999,69.7292,26.0919
Spain,2013,134.3002,1.022981,total,0.159,69.7292,26.0919
Spain,2013,134.3002,1.022981,18-65,0.165,69.7292,26.0919
Spain,2013,134.3002,1.022981,66+,0.053,69.7292,26.0919
Spain,2014,128.4662,0.28439200000000003,0-17,0.22699999999999998,74.3549,24.44284
Spain,2014,128.4662,0.28439200000000003,total,0.153,74.3549,24.44284
Spain,2014,128.4662,0.28439200000000003,18-65,0.158,74.3549,24.44284
Spain,2014,128.4662,0.28439200000000003,66+,0.054000000000000006,74.3549,24.44284
Spain,2015,119.1087,0.6800579999999999,0-17,0.221,78.7489,22.05655
Spain,2015,119.1087,0.6800579999999999,total,0.153,78.7489,22.05655
Spain,2015,119.1087,0.6800579999999999,18-65,0.159,78.7489,22.05655
Spain,2015,119.1087,0.6800579999999999,66+,0.059000000000000004,78.7489,22.05655
Spain,2016,114.4648,-0.41156800000000004,0-17,0.22,81.9309,19.633879999999998
Spain,2016,114.4648,-0.41156800000000004,total,0.156,81.9309,19.633879999999998
